"","logFC","se","df","t","pval","adjPval"
"ADIPO_MOUSE",0.761842488508541,0.224580254201496,12.0545767189645,3.39229506715674,0.00531317501463928,0.0565717658986648
"ADK_MOUSE",-0.154979952154662,0.127704256622691,13.1675568101425,-1.21358485811916,0.246226430672832,0.472384866196939
"ADPGK_MOUSE",-0.755346458515668,0.160017876121589,12.2789729513592,-4.72038797678905,0.000466718535915731,0.0172398646882103
"ADPRH_MOUSE",-0.0578995290946481,0.115711749600616,13.3606672832145,-0.50037726760239,0.624950130536821,0.796869497301597
"ADPRS_MOUSE",0.0870737380805891,0.153048156855396,13.2545079448025,0.568930328006881,0.57891686679425,0.767420396330518
"ADRM1_MOUSE",-0.176253658401506,0.191684197777512,12.8508328030038,-0.919500201086392,0.374771470017428,0.598805336962395
"ADRO_MOUSE",-0.700417048247602,0.22387946595158,12.1743084183809,-3.1285452878429,0.00857917994271072,0.0727728999933293
"ADSV_MOUSE",NA,NA,NA,NA,NA,NA
"ADT1_MOUSE",0.23007485279763,0.215176404740902,13.3845338867711,1.06923829810553,0.303867003911656,0.534298554662678
"ADT2_MOUSE",-0.0141728143814837,0.113995836301492,13.2991506435081,-0.124327474066684,0.902915556533762,0.95095665480951
"AEBP1_MOUSE",0.133931888076961,0.143049038033816,11.3759703520265,0.93626556261986,0.368587203011924,0.596900765157463
"AEDO_MOUSE",0.0416602854519847,0.108677519806709,12.8062305884265,0.383338573847476,0.707756753308545,0.845224553441341
"AF1L2_MOUSE",-0.906328289232489,0.202641801761739,13.2933906265338,-4.47256331789887,0.000595314003181162,0.0190579856218396
"AFAD_MOUSE",-0.18766011389483,0.305455064782133,12.6838207290431,-0.614362423581613,0.549837723907034,0.745221775388534
"AFAM_MOUSE",0.415642528021588,0.170386781247594,12.5100238672719,2.43940595026328,0.0304520691728645,0.142664230407898
"AFF2_MOUSE",NA,NA,NA,NA,NA,NA
"AFG2H_MOUSE",-0.0548465695426114,0.0922668958273155,12.2252123760675,-0.594433887157761,0.563061634756764,0.755679700978754
"AFG32_MOUSE",-0.0188320973338687,0.112453443689418,12.8900696524404,-0.167465723734353,0.869602360780852,0.932105030461975
"AG10B_MOUSE",0.974205544507503,0.648062163643146,9.45672297351248,1.50325940806497,0.165410299269258,0.372460098305324
"AGAL_MOUSE",-0.172538683797294,0.166218598306937,12.5172271630619,-1.03802273364552,0.318896428620122,0.551635680919966
"AGAP1_MOUSE",0.0297788010251014,0.240221572002841,10.8369249180572,0.123963892071896,0.903613233244217,0.951150974581045
"AGAP3_MOUSE",-0.107437281789752,0.221821109808978,10.0803737465606,-0.484342008216765,0.638494156869687,0.805246441495598
"AGFG1_MOUSE",-0.503652502478387,0.243029152275626,12.4666623170138,-2.07239542154671,0.0595759051330301,0.208487377092598
"AGFG2_MOUSE",-0.728115348078508,0.395451124208326,12.6576760928462,-1.84122715426884,0.0891378568337988,0.265093826501686
"AGK_MOUSE",0.148046360924544,0.134672506699811,12.2093914110866,1.0993064921153,0.292838539433214,0.522393003487747
"AGM1_MOUSE",-0.0755056291698644,0.174480400097942,12.1467269546654,-0.432745621442183,0.672783564138285,0.827353042840372
"AGO1_MOUSE",-0.752072158075577,1.08819569840731,9.30472223729638,-0.691118480964699,0.506366166837591,0.713070478930825
"AGO2_MOUSE",-0.143892347806644,0.132477253373646,12.0982714359646,-1.0861664485208,0.298573311072335,0.528473660069794
"AGO3_MOUSE",-0.550936244790975,0.413640595474277,11.9799927867339,-1.3319201519843,0.207671692262446,0.427632704221384
"AGRA2_MOUSE",NA,NA,NA,NA,NA,NA
"AGRG1_MOUSE",-0.889997788724501,0.563884153094061,9.1466336550254,-1.57833445724807,0.14840472942616,0.351400153207309
"AGRIN_MOUSE",0.117735880576202,0.112166839885709,12.9238883998422,1.04964961744636,0.313111891594112,0.545918528864764
"AGRL3_MOUSE",-0.29095188867602,0.263072833252785,11.6572315283232,-1.10597466518501,0.291039776304456,0.521871921513815
"AHSA1_MOUSE",-0.147201000148331,0.115447782133387,11.6401591989984,-1.27504398463243,0.227155694583189,0.450448721041578
"AHSA2_MOUSE",NA,NA,NA,NA,NA,NA
"AHSP_MOUSE",NA,NA,NA,NA,NA,NA
"AIDA_MOUSE",-0.0838685999059033,0.390684524363122,12.5182138917928,-0.214670903698124,0.833481339069587,0.914553875576551
"AIF1L_MOUSE",-0.00228815332191453,0.114774866478642,12.8345541078653,-0.0199360137991564,0.984401012886438,0.993432363282755
"AIFM1_MOUSE",0.0698491219661833,0.123698133041982,10.8506807286687,0.564674019311811,0.583780136399909,0.768451813320275
"AIMP1_MOUSE",-0.417594023881382,0.123943688100962,12.0681826859586,-3.36922380057965,0.00553707661882641,0.0580546766890927
"AIMP2_MOUSE",-0.426483576339558,0.154696564549321,11.8501397073918,-2.75690399190205,0.0175547180815312,0.106302340766094
"AINX_MOUSE",0.391626736695299,0.168192546344646,12.4513024599989,2.3284428781571,0.0374653245858144,0.163122639572967
"AIP_MOUSE",-0.429539795527177,0.18719899772717,12.767367082599,-2.29456247491881,0.0393873436529662,0.167824333825682
"AK1A1_MOUSE",0.0958990765458531,0.10546775151751,12.691960936075,0.90927392654172,0.380148626724501,0.603375359322534
"AKA10_MOUSE",NA,NA,NA,NA,NA,NA
"AKA12_MOUSE",-0.215692930345515,0.270732338438365,12.9964511204196,-0.796701759345308,0.439936300719607,0.655468233340227
"AKAP2_MOUSE",-0.405422236298988,0.220430278309451,12.3873245037883,-1.83923115920507,0.0899625848966673,0.265911988682618
"AKAP9_MOUSE",NA,NA,NA,NA,NA,NA
"AKCL2_MOUSE",0.146406412763368,0.190143061750744,12.9643531247542,0.769980305435971,0.45511365300705,0.668948809837727
